"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
182,"NCT03161756","Evaluation of Denosumab in Combination With Immune Checkpoint Inhibitors in Patients With Unresectable or Metastatic Melanoma","CHARLI","Recruiting","No Results Available","Melanoma Stage Iv|Melanoma Stage Iii|Melanoma","Drug: Denosumab|Drug: Nivolumab|Drug: Ipilimumab","Median Progression-Free Survival|Occurrence of Grade 3 and 4 Selected Immune-related Adverse Events (irAEs) of interest|Rate of Grade 3 and 4 irAEs|Best Overall Response According to RECIST 1.1|Progression-Free Survival|Overall Survival|Toxicity Profiles of the Checkpoint-Denosumab Combinations|Occurrence of Treatment Discontinuation Due to Toxicity","Melanoma and Skin Cancer Trials Limited|Peter MacCallum Cancer Centre, Australia|Amgen|Bristol-Myers Squibb","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","72","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","01.15","December 7, 2017","June 2021","June 2023","May 22, 2017",,"January 6, 2020","Border Medical Oncology Research Unit, Albury, New South Wales, Australia|Bendigo Health, Bendigo, New South Wales, Australia|Calvary Mater Newcastle, Waratah, New South Wales, Australia|Royal Brisbane and Women's Hospital, Herston, Queensland, Australia|Royal Hobart Hospital, Hobart, Tasmania, Australia|Box Hill Hospital, Box Hill, Victoria, Australia|Austin Health, Heidelberg, Victoria, Australia|Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia",,"https://ClinicalTrials.gov/show/NCT03161756"
183,"NCT03899428","Immune Checkpoint Therapy vs Target Therapy in Reducing Serum HBsAg Levels in Patients With HBsAg+ Advanced Stage HCC",,"Recruiting","No Results Available","Hepatocellular Carcinoma","Drug: Durvalumab|Drug: Sorafenib|Drug: Lenvatinib|Drug: Regorafenib|Drug: Cabozantinib","Time to decline to ≥ 2 log10 IU/mL of serum HBsAg|Time to loss of serum HBsAg|Time to development of anti-HBsAg|Progression-free survival (PFS) per RECIST 1.1|Objective response rate (ORR) per RECIST 1.1|Overall survival (OS)|Adverse events assessed in terms of seriousness, severity, and relationship to the study material according to the National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) version 4.0","Humanity & Health Medical Group Limited","All","18 Years and older   (Adult, Older Adult)","Phase 2","30","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","VICI-5","May 2, 2019","December 31, 2021","March 31, 2022","April 2, 2019",,"February 18, 2020","Humanity & Health Research Centre, Hong Kong, Hong Kong SAR, Hong Kong",,"https://ClinicalTrials.gov/show/NCT03899428"
184,"NCT03426657","Radiotherapy With Double Checkpoint Blockade of Locally Advanced HNSCC",,"Recruiting","No Results Available","Locally Advanced Head and Neck Squamous Cell Carcinoma","Combination Product: Durvalumab + Tremelimumab + RT","Assessment of the number of participants receiving the protocol treatment until cycle 6 of antibody treatment|Assessment of the predictive character of changes of CD8+ tumor infiltrating immune cells after induction chemo-immunotherapy|Assessment of the absence of any dose-limiting toxicities|Progression free survival|Pathologically confirmed response|Overall survival","University of Erlangen-Nürnberg Medical School","All","18 Years to 100 Years   (Adult, Older Adult)","Phase 2","120","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CheckRad-CD8","September 20, 2018","April 2021","April 2022","February 8, 2018",,"June 21, 2019","Klinik Chemnitz gGmbH, Chemnitz, Germany|Dresden, Onkologische Gemeinschaftspraxis, Dresden, Germany|Düsseldorf, Universitätsklinikum, Klinik für Strahlentherapie und Radiologische Onkologie, Düsseldorf, Germany|Erlangen, Universitätsklinikum Strahlenklinik, Erlangen, Germany|Frankfurt, Universitätsklinikum, Klinik für Strahlentherapie und Onkologie, Frankfurt, Germany|Magdeburg, Universitätsklinikum, Magdeburg, Germany|Regensburg, Universitätsklinikum, Klinik für Strahlentherapie, Regensburg, Germany|Universitätsklinikum Ulm, Ulm, Germany",,"https://ClinicalTrials.gov/show/NCT03426657"
185,"NCT03384836","Propranolol Hydrochloride and Pembrolizumab in Treating Patients With Stage IIIC-IV Melanoma That Cannot Be Removed by Surgery",,"Recruiting","No Results Available","Stage IIIC Cutaneous Melanoma AJCC v7|Stage IV Cutaneous Melanoma AJCC v6 and v7","Other: Laboratory Biomarker Analysis|Biological: Pembrolizumab|Drug: Propranolol Hydrochloride","Dose limiting toxicities (DLT) defined as any grade 3 or higher hematological or non-hematological toxicity that is probably or definitely related to treatment according to Common Terminology Criteria for Adverse Events version 4.03 (Phase Ib)|Overall response rate (ORR) per immune-related Response Evaluation Criteria in Solid Tumors (irRECIST) version 1.1 (Phase II)|Overall survival (OS) (Phase II)|PFS (Phase II)|Progression free survival (PFS) (Phase II)","Roswell Park Cancer Institute|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","47","Other|NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","I 53217|NCI-2017-02210|P30CA016056","January 31, 2018","October 11, 2020","October 11, 2021","December 27, 2017",,"February 26, 2020","Roswell Park Cancer Institute, Buffalo, New York, United States|Penn State Milton S. Hershy Medical Center Cancer Institute, Hershey, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT03384836"
186,"NCT04229459","Trial of Nivolumab and Cetuximab After Chemoradiation in Esophageal Squamous Cell Carcinoma Patients.",,"Recruiting","No Results Available","Esophageal Squamous Cell Carcinoma","Drug: Cisplatin|Drug: 5-FU|Radiation: Radiation therapy|Drug: Cetuximab|Drug: Nivolumab","pathological complete response (pCR) rate|Progression Free Survival (PFS)|Incidence of Treatment-Emergent Adverse Events (Safety)|Overall survival (OS)","Baruch Brenner|Bristol-Myers Squibb|Merck Serono International SA|Rabin Medical Center","All","18 Years and older   (Adult, Older Adult)","Phase 2","31","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CA209-76W / MS062202_0103","December 30, 2019","December 2022","June 2027","January 18, 2020",,"January 18, 2020","Rabin Medical Center, Petach Tikva, Israel",,"https://ClinicalTrials.gov/show/NCT04229459"
187,"NCT02935361","Guadecitabine and Atezolizumab in Treating Patients With Advanced Myelodysplastic Syndrome or Chronic Myelomonocytic Leukemia That Is Refractory or Relapsed",,"Recruiting","No Results Available","Chronic Myelomonocytic Leukemia|Myelodysplastic Syndrome|Recurrent Acute Myeloid Leukemia With Myelodysplasia-Related Changes","Drug: Atezolizumab|Drug: Guadecitabine","Incidence of dose-limiting toxicities evaluated according to National Cancer Institute Common Terminology Criteria for Adverse Events (CTCAE) version 4.0 (Phase I)|Overall response (complete response [CR] + partial response + marrow CR + hematological improvement) (Phase II)|Incidence of grade 3 or higher adverse events and grade 2 toxicities that do not resolve after 3 weeks assessed by CTCAE 4.0|Overall response rate (Phase II)|Overall survival|Percentage of patients who were transfusion-dependent on study entry who become transfusion-independent|Progression free survival|Time to best response","University of Southern California|National Cancer Institute (NCI)|Van Andel Research Institute","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","72","Other|NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","9L-16-3|NCI-2016-01233|P30CA014089","November 2, 2016","November 2, 2020","November 2, 2021","October 17, 2016",,"July 8, 2019","USC / Norris Comprehensive Cancer Center, Los Angeles, California, United States|University of Maryland Medical Center, Baltimore, Maryland, United States|Fox Chase Cancer Center, Philadelphia, Pennsylvania, United States|Temple University Hospital, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT02935361"
188,"NCT03522584","Durvalumab, Tremelimumab and Hypofractionated Radiation Therapy in Treating Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma",,"Recruiting","No Results Available","Metastatic Head and Neck Squamous Cell Carcinoma|Recurrent Head and Neck Squamous Cell Carcinoma","Biological: Durvalumab|Other: Laboratory Biomarker Analysis|Radiation: Stereotactic Body Radiation Therapy|Biological: Tremelimumab|Procedure: Hypofractionated Image-Guided Radiation Therapy","Incidence of adverse effects graded according to Common Terminology Criteria for Adverse Events (CTCAE) v. 4.0|Response rate|Progression-free survival|Overall survival","University of Washington|National Cancer Institute (NCI)|AstraZeneca","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","20","Other|NIH|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","9881|NCI-2018-00540|P30CA015704|RG1717067","May 17, 2018","February 15, 2021","February 15, 2021","May 11, 2018",,"April 8, 2020","Fred Hutch/University of Washington Cancer Consortium, Seattle, Washington, United States",,"https://ClinicalTrials.gov/show/NCT03522584"
189,"NCT03113266","Safety and Efficacy of Toripalimab for Patients With Locally Advanced or Metastatic Bladder Urothelial Carcinoma",,"Recruiting","No Results Available","Bladder Urothelial Carcinoma","Biological: humanized anti-PD-1 monoclonal antibody toripalimab","Objective response rate (ORR) by RECIST 1.1 and irRECIST|Duration of response (DOR) by RECIST1.1 and irRECIST|Progression free survival (PFS) by RECIST1.1 and irRECIST|Overall survival (OS)|Immunogenicity of anti-PD-1 monoclonal antibody|Number of participants with treatment-related adverse events as assessed by CTCAE v4.0","Shanghai Junshi Bioscience Co., Ltd.","All","18 Years and older   (Adult, Older Adult)","Phase 2","370","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Junshi-JS001-009","April 6, 2017","February 2020","February 2022","April 13, 2017",,"March 11, 2019","Beijing Cancer Hospital, Beijing, Beijing, China",,"https://ClinicalTrials.gov/show/NCT03113266"
190,"NCT03317457","Durvalumab and Tremelimumab Compared to Doxorubicin in Patients With Advanced or Metastatic Soft Tissue Sarcoma","MEDISARC","Recruiting","No Results Available","Metastatic Adult Soft Tissue Sarcoma|Recurrent Adult Soft Tissue Sarcoma","Biological: Durvalumab and Tremelimumab|Drug: Doxorubicin","overall survival (OS)|AEs / SAEs and Treatment Emergent Adverse Events according to CTCAE 4.03|Objective Response Rate (ORR) according to RECIST 1.1 criteria|OS mile stone rate at 24 months|Duration of response|progression-free survival (PFS)|Quality of life QLQ-C30","AIO-Studien-gGmbH|AstraZeneca","All","18 Years and older   (Adult, Older Adult)","Phase 2","100","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AIO-STS-0415|2016-004750-15","December 15, 2017","June 2020","June 2022","October 23, 2017",,"May 6, 2019","Medizinische Hochschule Hannover, Hannover, Germany",,"https://ClinicalTrials.gov/show/NCT03317457"
191,"NCT03563729","Melanoma Metastasized to the Brain and Steroids","MEMBRAINS","Recruiting","No Results Available","Malignant Melanoma","Drug: Pembrolizumab Injection [Keytruda]|Drug: Ipilimumab Injection [Yervoy]|Drug: Nivolumab Injection [Opdivo]|Drug: Encorafenib|Drug: Binimetinib|Drug: Dabrafenib|Drug: Trametinib","6 months progression-free survival rate|6 months overall survival rate|Overall progression-free survival|Overall survival|Overall response rate|Extracranial response rate|Intracranial response rate|Intracranial clinical benefit rate|Blood and tissue biomarkers of response and progression","Inge Marie Svane|Herlev Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 2","80","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MM1807","June 6, 2018","June 1, 2021","June 6, 2025","June 20, 2018",,"March 12, 2020","Herlev Universityhospital, Herlev, Hovedstaden, Denmark|Aarhus Universityhospital, Aarhus, Midt, Denmark|Odense Universityhospital, Odense, Syd, Denmark",,"https://ClinicalTrials.gov/show/NCT03563729"
192,"NCT03644550","Anti-Mesothelin Immunotoxin LMB-100 Followed by Pembrolizumab in Malignant Mesothelioma",,"Recruiting","No Results Available","Mesothelioma","Drug: LMB-100|Biological: Pembrolizumab","Objective response rate","National Cancer Institute (NCI)|National Institutes of Health Clinical Center (CC)","All","18 Years and older   (Adult, Older Adult)","Phase 2","38","NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","180136|18-C-0136","December 4, 2018","August 31, 2021","February 28, 2023","August 23, 2018",,"May 7, 2020","National Institutes of Health Clinical Center, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT03644550"
193,"NCT03337841","Pembrolizumab as Neoadjuvant Treatment in HCC",,"Not yet recruiting","No Results Available","Hepatocellular Carcinoma","Drug: Pembrolizumab","One-year recurrence-free survival rate|Recurrence free survival|Overall survival|Objective response rate after neoadjuvant phase|Tumor markers|Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]","Kindai University|Merck Sharp & Dohme Corp.","All","20 Years and older   (Adult, Older Adult)","Phase 2","50","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","AURORA study","November 10, 2017","October 31, 2019","October 31, 2020","November 9, 2017",,"November 9, 2017",,,"https://ClinicalTrials.gov/show/NCT03337841"
194,"NCT04116658","First-in-Human, Phase 1b/2a Trial of a Multipeptide Therapeutic Vaccine in Patients With Progressive Glioblastoma","ROSALIE","Not yet recruiting","No Results Available","Glioblastoma, Adult","Biological: Multiple dose of EO2401","Safety and tolerability of EO2401: National Cancer Institute-Common Terminology Criteria for AEs (NCI-CTCAE) v5.0|Evaluation of survival|Assessment of the immunogenicity of EO2316, EO2317, EO2318 (Three components of the therapeutic vaccine), and Universal Cancer Peptide that compose EO2401","Enterome|Covance","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","32","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","EOGBM1-18","July 2020","August 2023","August 2023","October 4, 2019",,"March 30, 2020","Dana Farber Cancer Institute, Boston, Massachusetts, United States|Centre Georges François Leclerc, Dijon, France|Hôpital Pitié-Salpétrière, Paris, France|Klinik und Poliklinik für Neurologie Universitätsklinikum Bonn, Bonn, Germany|Universitätsklinikum Frankfurt Goethe-Universität Dr. Senckenbergisches Institut für Neuroonkologie, Frankfurt am Main, Germany|Neurologische Klinik & Nationales Zentrum für Tumorenerkrankungen Heidelberg Universitätsklinikum Heidelberg, Heidelberg, Germany|Medizinische Fakultät Mannheim der Universität Heidelberg, Mannheim, Germany|Zentrum für Neuroonkologie Universitätsklinikum Tübingen, Tübingen, Germany|Hospital Universitari Vall d'Hebron, Barcelona, Spain|Institit Catala D'Oncologia - Hospital Duran i Reynals, Hospitalet De Llobregat, Spain",,"https://ClinicalTrials.gov/show/NCT04116658"
195,"NCT03951597","Combined Therapy Using Oxaliplatin and Gemcitabine Chemotherapy, Lenvatinib and PD1 Antibody (JS001) for Patients With Advanced and Unresectable Intrahepatic Cholangiocarcinoma",,"Active, not recruiting","No Results Available","Cholangiocarcinoma, Intrahepatic","Drug: combined therapy using oxaliplatin and gemcitabine chemotherapy, Lenvatinib and PD1 antibody (JS001)","Objective response rate|safety: the potential side effects|overall survival|Progression free survival","Shanghai Zhongshan Hospital","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","30","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","zs-ICC-2019","May 10, 2019","January 10, 2020","November 10, 2020","May 15, 2019",,"April 24, 2020","Zhongshan Hospital, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03951597"
196,"NCT02557321","PV-10 in Combination With Pembrolizumab for Treatment of Metastatic Melanoma",,"Recruiting","No Results Available","Melanoma","Drug: PV-10|Drug: Pembrolizumab","Safety and tolerability of the combination regimen assessed by adverse events (AEs)|Progression Free Survival (PFS)|Objective Response Rate (ORR)|Change in immune biomarkers|Overall Survival (OS)","Provectus Biopharmaceuticals, Inc.|Provectus Pharmaceuticals","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","192","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PV-10-MM-1201","October 2015","April 2021","November 2023","September 23, 2015",,"March 5, 2020","Cedars-Sinai Medical Center, Los Angeles, California, United States|Moffitt Cancer Center, Tampa, Florida, United States|Dartmouth-Hitchcock Medical Center, Lebanon, New Hampshire, United States|Oregon Health & Science University, Portland, Oregon, United States|St Luke's University Health Network, Easton, Pennsylvania, United States|MD Anderson Cancer Center, Houston, Texas, United States|Princess Alexandra Hospital, Brisbane, Queensland, Australia",,"https://ClinicalTrials.gov/show/NCT02557321"
197,"NCT02535078","Phase 1b/2 Study of the Combination of IMCgp100 With Durvalumab and/or Tremelimumab in Cutaneous Melanoma",,"Recruiting","No Results Available","Malignant Melanoma","Drug: IMCgp100|Drug: durvalumab|Drug: tremelimumab","Progression-free survival|Objective response rate|Overall survival","Immunocore Ltd|MedImmune LLC","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","183","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IMCgp100-201","November 2015","May 2022","August 2022","August 28, 2015",,"April 21, 2020","The Angeles Clinic and Research Institute, Los Angeles, California, United States|University of California, Los Angeles, Los Angeles, California, United States|University of Colorado Cancer Center, Aurora, Colorado, United States|University of Chicago, Chicago, Illinois, United States|Washington University in St. Louis, Saint Louis, Missouri, United States|Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Duke University Cancer Center, Durham, North Carolina, United States|Thomas Jefferson University Hospital, Philadelphia, Pennsylvania, United States|Fox Chase Cancer Center, Philadelphia, Pennsylvania, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States|Tenessee Oncology, Nashville, Tennessee, United States|Princess Margaret Hospital, Toronto, Ontario, Canada|Herlev og Gentofte Hospital, Herlev, Denmark|Universitaetsklinikum Heidelberg, Heidelberg, Baden Wuerttemberg, Germany|Universitaetsklinikum Essen, Essen, Nordrhein Westfalen, Germany|Universitaetsklinikum Koeln, Koeln, Nordrhein Westfalen, Germany|Universitaetsklinikum Carl Gustav Carus TU Dresden, Dresden, Sachsen, Germany|Istituto Tumori Napoli Fondazione G. Pascale, Napoli, Italy|Addenbrooke's Hospital, Cambridge, Cambridgeshire, United Kingdom|The Christie, Department of Oncology, Manchester, Greater Manchester, United Kingdom|Churchill Hospital, Oxford, Headington, United Kingdom|Beatson West of Scotland Cancer Centre, Glasgow, Strathclyde, United Kingdom|Royal Marsden Hospital, Sutton, Surrey, United Kingdom",,"https://ClinicalTrials.gov/show/NCT02535078"
198,"NCT03379012","Testosterone in Metastatic Renal Cell Carcinoma Patients","FARETES","Completed","No Results Available","Metastatic Renal Cell Carcinoma","Drug: Testosterone undecanoate and sunitinib or pazopanib","Fatigue|Safety and tolerability|Quality of life|Overall rate of adverse events|Testosterone serum concentrations|Red blood cell count and Hemoglobin concentration|Serum calcium concentration|ECOG PS|Overall survival","Kidney Cancer Research Bureau","Male","18 Years and older   (Adult, Older Adult)","Phase 2","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","KCRB08022016","February 8, 2016","January 30, 2018","July 30, 2019","December 20, 2017",,"October 22, 2019","A.I. Kryzhanovsky Krasnoyarsk Cancer Center, Krasnoyarsk, Russian Federation|Kidney Cancer Research Bureau, Moscow, Russian Federation|RUDN University, Moscow, Russian Federation|City Clinical Oncology Center, Saint Petersburg, Russian Federation",,"https://ClinicalTrials.gov/show/NCT03379012"
199,"NCT04059224","TraMel-WT: A Trial of Trametinib in Patients With Advanced Pretreated BRAFV600 Wild-type Melanoma","TraMel-WT","Recruiting","No Results Available","Stage IV Melanoma|Stage III Melanoma","Drug: Trametinib|Drug: Dabrafenib","Arm A: objective response rate on trametinib and dabrafenib|Arm B: objective response rate on trametinib and dabrafenib|Arm A: progression-free survival on trametinib and dabrafenib|Arm A: overall survival on trametinib and dabrafenib|Arm B: progression-free survival on trametinib and dabrafenib|Arm B: overall survival on trametinib and dabrafenib|Arms A and B: incidence of adverse events on trametinib and dabrafenib","Universitair Ziekenhuis Brussel","All","18 Years and older   (Adult, Older Adult)","Phase 2","58","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2018-BN-001","January 28, 2019","June 2021","June 2022","August 16, 2019",,"August 20, 2019","Universitair Ziekenhuis Brussel, Jette, Brussels, Belgium",,"https://ClinicalTrials.gov/show/NCT04059224"
200,"NCT03297593","Nivolumab in Combination With Ipilimumab in Patients With Metastatic Renal Cell Carcinoma",,"Recruiting","No Results Available","Renal Cell Carcinoma","Drug: nivolumab|Drug: ipilimumab","Overall response rate (ORR)|Progression-free survival (PFS)|Duration of response (DOR)|Time to treatment failure (TTF)|Overall survival (OS)|Adverse events (AEs)","Swiss Group for Clinical Cancer Research","All","18 Years and older   (Adult, Older Adult)","Phase 2","74","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SAKK 07/17","December 13, 2017","November 30, 2020","December 1, 2037","September 29, 2017",,"May 27, 2020","Kantonsspital Aarau, Aarau, Switzerland|Kantonsspital Baden, Baden, Switzerland|Universitätsspital Basel, Basel, Switzerland|Inselspital Bern, Bern, Switzerland|Kantonsspital Baselland Bruderholz, Bruderholz, Switzerland|Kantonsspital Graubünden, Chur, Switzerland|Spital Thurgau, Frauenfeld, Switzerland|HFR - Hôpital cantonal, Fribourg, Switzerland|Hôpitaux Universitaires de Genève, Genève, Switzerland|Centre hospitalier universitaire vaudois - CHUV, Lausanne, Switzerland|Luzerner Kantonsspital, Luzern, Switzerland|Kantonsspital St. Gallen, St. Gallen, Switzerland|Kantonsspital Winterthur, Winterthur, Switzerland|UniversitätsSpital Zürich, Zürich, Switzerland",,"https://ClinicalTrials.gov/show/NCT03297593"
201,"NCT03685448","ANZUP - Non-clear Cell Post Immunotherapy CABozantinib (UNICAB)","UNICAB","Recruiting","No Results Available","Renal Cell Carcinoma|Papillary Renal Cell Carcinoma Type 1|Papillary Renal Cell Carcinoma Type 2|Chromophobe Renal Cell Carcinoma|Sarcomatoid Renal Cell Carcinoma|Xp11.2 Translocation-Related Renal Cell Carcinoma","Drug: Cabozantinib","The objective response rate (ORR), as assessed by RECIST 1.1.|The number of participants with adverse events that are related to study drug, as assessed and graded by CTCAE v5.0.|Progression-free survival (PFS), as assessed by RECIST1.1.|The number of patients alive at the end of the study, as assessed by date of death. Overall survival (OS) is defined as the time between the date of registration to part 1 of the study and the date of death due to any cause.","Australian and New Zealand Urogenital and Prostate Cancer Trials Group","All","18 Years and older   (Adult, Older Adult)","Phase 2","48","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ANZUP1802","April 11, 2019","April 30, 2022","April 30, 2024","September 26, 2018",,"September 20, 2019","Border Medical Oncology Research Unit / The Border Cancer Hospital, Albury, New South Wales, Australia|Campbelltown Hospital, Campbelltown, New South Wales, Australia|St George Hospital, Kogarah, New South Wales, Australia|Macquarie University Hospital, Macquarie Park, New South Wales, Australia|Calvary Mater Newcastle, Newcastle, New South Wales, Australia|Northern Cancer Institute, St Leonards, New South Wales, Australia|Royal Brisbane & Women's Hospital, Herston, Queensland, Australia|Flinders Medical Centre, Bedford Park, South Australia, Australia|Adelaide Cancer Centre / Ashford Cancer Centre Research / Cancer Care SA, Kurralta Park, South Australia, Australia|Box Hill Hospital - Eastern Health, Box Hill, Victoria, Australia|Monash Medical Centre, Clayton, Victoria, Australia",,"https://ClinicalTrials.gov/show/NCT03685448"
202,"NCT03709147","Metformin Plus/Minus Fasting Mimicking Diet to Target the Metabolic Vulnerabilities of LKB1-inactive Lung Adenocarcinoma","FAME","Not yet recruiting","No Results Available","Advanced LKB1-inactive Lung Adenocarcinoma","Drug: Metformin Hydrochloride|Drug: Cisplatin|Drug: Carboplatin|Drug: Pemetrexed|Dietary Supplement: Fasting-mimicking diet","Progression-free survival|Grade 3/4 adverse events (AEs)|Treatment-related adverse events|Patient compliance to the experimental treatment|Objective response rate (ORR)|Overall survival (OS)|Effect of the experimental treatment on plasma glucose levels|Effect of the experimental treatment on serum insulin levels|Effect of the experimental treatment on serum IGF-1 levels|Effect of the experimental treatment on plasma fatty acids|Effect of the experimental treatment on urinary ketones|Impact of plasma glucose modifications on progression free survival|Impact of serum insulin modifications on progression free survival|Impact of serum IGF-1 modifications on progression free survival|Impact of urinary ketone bodies on progression free survival|Impact of lipid profile modifications on progression free survival","Marina Garassino|Fondazione IRCCS Istituto Nazionale dei Tumori, Milano","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","88","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","INT 45/18","October 30, 2018","September 10, 2023","September 10, 2023","October 17, 2018",,"October 31, 2018","Marina Chiara Garassino, Milan, Italy",,"https://ClinicalTrials.gov/show/NCT03709147"
203,"NCT04310709","Combination of Regorafenib and Nivolumab in Unresectable Hepatocellular Carcinoma","RENOBATE","Not yet recruiting","No Results Available","Carcinoma, Hepatocellular|Hepatoma","Drug: Regorafenib/Nivolumab","Response rate|Adverse events|Progression-free survival|Overall survival","Asan Medical Center|Samsung Medical Center|Bundang CHA Hospital","All","19 Years and older   (Adult, Older Adult)","Phase 2","42","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","RENOBATE","May 30, 2020","May 30, 2022","May 30, 2023","March 17, 2020",,"March 17, 2020","Asan Medical Center, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT04310709"
204,"NCT02259231","RTA 408 Capsules in Patients With Melanoma - REVEAL",,"Completed","No Results Available","Melanoma|Unresectable (Stage III) Melanoma|Metastatic (Stage IV) Melanoma","Drug: Omaveloxolone Capsules (2.5 mg/capsule)|Drug: Ipilimumab (3 mg/kg)|Drug: Nivolumab (240 mg)|Drug: Omaveloxolone Capsules (10 mg/capsule)|Drug: Omaveloxolone Capsules (50 mg/capsule)","Measure of overall response rate using RECIST (Response Evaluation Criteria in Solid Tumors) of the Phase 2 dose of omaveloxolone with nivolumab","Reata Pharmaceuticals, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","41","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","RTA 408-C-1401","October 2014","May 9, 2018","July 23, 2018","October 8, 2014",,"May 9, 2019","Southern Cancer Center, Mobile, Alabama, United States|Highlands Oncology Group, Fayetteville, Arkansas, United States|University of Colorado Cancer Center, Anschutz Cancer Pavilion, Aurora, Colorado, United States|Christiana Hospital Helen F. Graham Cancer Center, Newark, Delaware, United States|Goergetown-Lombardi Comprehensive Cancer Center, Washington, District of Columbia, United States|H. Lee Moffitt Cancer Center & Research Institute, Tampa, Florida, United States|Dana Farber Cancer Institute, Boston, Massachusetts, United States|Atlantic Melanoma Center, Morristown, New Jersey, United States|Duke Cancer Institute, Durham, North Carolina, United States|MD Anderson Cancer Center, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT02259231"
